t_us,qec_average_fidelity_phase_calibrated,S2_average_fidelity_phase_calibrated,S4_average_fidelity_phase_calibrated,best_single_average_fidelity,qec_minus_best_single,recovery_count
0,1,1,1,1,0,0
0.5,0.999244235825,0.999497930615,0.9999963607,0.9999963607,-0.000752124875597,0
1,0.9955201097,0.996833914844,0.999976536731,0.999976536731,-0.00445642703024,0
1.5,0.989532014445,0.992859592392,0.999946548296,0.999946548296,-0.0104145338507,0
2,0.982296553803,0.988432142448,0.999912707288,0.999912707288,-0.0176161534855,0
2.5,0.974825016932,0.98387329551,0.999875754276,0.999875754276,-0.0250507373437,0
3,0.96789799591,0.979387843072,0.999836385115,0.999836385115,-0.0319383892049,0
3.5,0.960256953041,0.97492133822,0.999796056879,0.999796056879,-0.0395391038378,0
4,0.952598808758,0.970606550788,0.999754918676,0.999754918676,-0.0471561099177,0
4.5,0.944938499474,0.966246041286,0.99971212225,0.99971212225,-0.0547736227757,0
5,0.937792905684,0.961992864121,0.999667947489,0.999667947489,-0.0618750418051,0
5.5,0.929765557344,0.957788392402,0.999626955625,0.999626955625,-0.0698613982804,0
6,0.921916728244,0.953630724197,0.999602403126,0.999602403126,-0.0776856748827,0
6.5,0.914297233266,0.949512793052,0.999576138223,0.999576138223,-0.0852789049568,0
7,0.906764431881,0.94542503365,0.9995487859,0.9995487859,-0.0927843540193,0
7.5,0.89860125365,0.941460530867,0.999520953023,0.999520953023,-0.100919699373,0
8,0.8906049407,0.937458172689,0.999491880531,0.999491880531,-0.10888693983,0
8.5,0.883124488091,0.933562513859,0.999461131662,0.999461131662,-0.116336643572,0
9,0.875184849086,0.929684242826,0.999429563234,0.999429563234,-0.124244714148,0
9.5,0.867046535041,0.92589213496,0.999397421688,0.999397421688,-0.132350886647,0
10,0.98718276606,0.922106965827,0.999363796015,0.999363796015,-0.0121810299556,1
10.5,0.983154840563,0.9183584189,0.999328643539,0.999328643539,-0.0161738029762,1
11,0.975920800235,0.914704980128,0.999292885142,0.999292885142,-0.0233720849066,1
11.5,0.96850880987,0.911046281333,0.999256358988,0.999256358988,-0.0307475491177,1
12,0.96112391313,0.907468393355,0.999218181054,0.999218181054,-0.0380942679232,1
12.5,0.954284136281,0.903886107999,0.999178710826,0.999178710826,-0.0448945745453,1
13,0.946535514932,0.900419953477,0.999138752668,0.999138752668,-0.0526032377363,1
13.5,0.939018261442,0.896944165482,0.999097768606,0.999097768606,-0.0600795071644,1
14,0.931727493047,0.893509506822,0.999055075031,0.999055075031,-0.0673275819842,1
14.5,0.924418971829,0.890135227261,0.999011362784,0.999011362784,-0.0745923909552,1
15,0.916497983378,0.886794705046,0.998967162115,0.998967162115,-0.0824691787372,1
15.5,0.908750679201,0.883505237433,0.998941441096,0.998941441096,-0.0901907618949,1
16,0.901523974849,0.880198560336,0.998915351632,0.998915351632,-0.0973913767828,1
16.5,0.893711789069,0.877019493128,0.998888508185,0.998888508185,-0.105176719116,1
17,0.885765972606,0.873826893786,0.998861047647,0.998861047647,-0.113095075042,1
17.5,0.877947098902,0.870684774215,0.998832048762,0.998832048762,-0.12088494986,1
18,0.87069534687,0.867564862439,0.998801580619,0.998801580619,-0.128106233749,1
18.5,0.86256194386,0.864507205116,0.998770549423,0.998770549423,-0.136208605562,1
19,0.854626343227,0.861485115192,0.998738684815,0.998738684815,-0.144112341589,1
19.5,0.846939047715,0.8584543029,0.998705141608,0.998705141608,-0.151766093892,1
20,0.973548661418,0.855514232769,0.99867037908,0.99867037908,-0.0251217176617,2
