t_us,qec_average_fidelity_phase_calibrated,S2_average_fidelity_phase_calibrated,S6_average_fidelity_phase_calibrated,best_single_average_fidelity,qec_minus_best_single,recovery_count
0,1,1,1,1,1.11022302463e-16,0
0.5,0.999262607145,0.999497930615,0.999991398232,0.999991398232,-0.000728791087001,0
1,0.995256977758,0.996833914844,0.999949264355,0.999949264355,-0.00469228659763,0
1.5,0.988989846754,0.992859592392,0.999897467076,0.999897467076,-0.010907620322,0
2,0.982138682756,0.988432142448,0.999849806152,0.999849806152,-0.017711123396,0
2.5,0.974705637769,0.98387329551,0.99980108661,0.99980108661,-0.0250954488405,0
3,0.967246078069,0.979387843072,0.999749737567,0.999749737567,-0.0325036594985,0
3.5,0.959597743936,0.97492133822,0.99969982672,0.99969982672,-0.0401020827833,0
4,0.952374347483,0.970606550788,0.999651422462,0.999651422462,-0.0472770749784,0
4.5,0.944505153304,0.966246041286,0.999600805722,0.999600805722,-0.0550956524179,0
5,0.936871896181,0.961992864121,0.999548834443,0.999548834443,-0.0626769382622,0
5.5,0.929086776957,0.957788392402,0.999499018344,0.999499018344,-0.070412241387,0
6,0.921577250876,0.953630724197,0.999449726909,0.999449726909,-0.0778724760337,0
6.5,0.91353864614,0.949512793052,0.999397815709,0.999397815709,-0.0858591695696,0
7,0.905683497092,0.94542503365,0.99934560858,0.99934560858,-0.093662111488,0
7.5,0.897945631787,0.941460530867,0.999295737488,0.999295737488,-0.101350105701,0
8,0.890090903814,0.937458172689,0.999245298844,0.999245298844,-0.10915439503,0
8.5,0.882072795964,0.933562513859,0.999192301988,0.999192301988,-0.117119506024,0
9,0.87405453782,0.929684242826,0.999140087448,0.999140087448,-0.125085549627,0
9.5,0.86641208559,0.92589213496,0.999089910734,0.999089910734,-0.132677825144,0
10,0.986703315745,0.922106965827,0.999038154302,0.999038154302,-0.0123348385576,1
10.5,0.982157044604,0.9183584189,0.998984361326,0.998984361326,-0.0168273167213,1
11,0.974802729911,0.914704980128,0.998932247952,0.998932247952,-0.0241295180405,1
11.5,0.967851872957,0.911046281333,0.998881453456,0.998881453456,-0.031029580499,1
12,0.960214791774,0.907468393355,0.998828341097,0.998828341097,-0.038613549323,1
12.5,0.952919954739,0.903886107999,0.998774073643,0.998774073643,-0.0458541189037,1
13,0.945382454045,0.900419953477,0.998722030312,0.998722030312,-0.0533395762673,1
13.5,0.938217617315,0.896944165482,0.998677459499,0.998677459499,-0.0604598421845,1
14,0.930454369049,0.893509506822,0.998631222233,0.998631222233,-0.0681768531845,1
14.5,0.922864173719,0.890135227261,0.998584856923,0.998584856923,-0.0757206832042,1
15,0.915361434065,0.886794705046,0.998540808632,0.998540808632,-0.0831793745662,1
15.5,0.907742551192,0.883505237433,0.998496027589,0.998496027589,-0.0907534763974,1
16,0.899943940913,0.880198560336,0.99844874224,0.99844874224,-0.0985048013267,1
16.5,0.892069585214,0.877019493128,0.998402390904,0.998402390904,-0.10633280569,1
17,0.884639282537,0.873826893786,0.998357988562,0.998357988562,-0.113718706025,1
17.5,0.876677384012,0.870684774215,0.99831187283,0.99831187283,-0.121634488818,1
18,0.868888966923,0.867564862439,0.998263837207,0.998263837207,-0.129374870283,1
18.5,0.860941556757,0.864507205116,0.998217587599,0.998217587599,-0.137276030842,1
19,0.853464610942,0.861485115192,0.998172515172,0.998172515172,-0.14470790423,1
19.5,0.845386441554,0.8584543029,0.998125048169,0.998125048169,-0.152738606615,1
20,0.973073369152,0.855514232769,0.99807658295,0.99807658295,-0.0250032137986,2
