excited_state_hyperfine_scale,final_qec_average_fidelity,final_E80p10_fidelity,final_E80p0_fidelity,final_best_single_average_fidelity,final_qec_minus_best_single,maximum_qec_minus_best_single,time_of_maximum_improvement_us
0.1,0.999928603699,0.979269630484,0.979364895233,0.979364895233,0.0205637084669,0.0205637084669,20.0
0.5,0.999927065469,0.978868766116,0.978965289374,0.978965289374,0.0209617760946,0.0209617760946,20.0
